Year,Month,Close,Volume,Date
2014,1,380.65195914595097,3037216.5306602675,2014-01-01
2014,2,400.88173012712963,2942292.988325457,2014-02-01
2014,3,394.9297313536804,3102569.661012803,2014-03-01
2014,4,374.32013076582734,3532857.2003056942,2014-04-01
2014,5,382.1909967093559,3378678.729948826,2014-05-01
2014,6,414.69361603560776,2853960.9956999007,2014-06-01
2014,7,439.98078217360523,2472600.2710321923,2014-07-01
2014,8,450.46314769547405,2211495.362942,2014-08-01
2014,9,442.6527454963567,2330194.94015746,2014-09-01
2014,10,413.6621965181862,2574585.8399621416,2014-10-01
2014,11,380.3262546074676,2343707.932562342,2014-11-01
2014,12,367.68669806796703,2191754.754403834,2014-12-01
2015,1,391.3407078143756,2264568.4331445154,2015-01-01
2015,2,431.1314742442638,2178742.9434709214,2015-02-01
2015,3,465.88821878909323,2363154.208419674,2015-03-01
2015,4,515.4520375110174,2699089.3804813367,2015-04-01
2015,5,562.8148710593204,3250349.3898064406,2015-05-01
2015,6,522.9693254413983,6139542.415274175,2015-06-01
2015,7,362.33638983782805,12469153.798542295,2015-07-01
2015,8,197.63632375405575,18913707.310649626,2015-08-01
2015,9,122.24506489144576,21354075.31342804,2015-09-01
2015,10,109.50916513489241,19855233.1670928,2015-10-01
2015,11,113.30577172803044,17671321.114950873,2015-11-01
2015,12,113.46469222296889,18214264.168685526,2015-12-01
2016,1,105.75761936046825,20275004.941792503,2016-01-01
2016,2,98.38570644730683,19196888.69414763,2016-02-01
2016,3,97.49243580204359,16455744.921411254,2016-03-01
2016,4,97.65359002352031,14714817.501553424,2016-04-01
2016,5,95.62449507610006,13109956.84890211,2016-05-01
2016,6,94.213302057763,12291484.254357934,2016-06-01
2016,7,94.39187080354168,11957928.075051274,2016-07-01
2016,8,96.43912543177572,10326725.414898722,2016-08-01
2016,9,101.81479317634398,9621236.307275098,2016-09-01
2016,10,110.26877438591764,9734874.3226485,2016-10-01
2016,11,118.24573414387896,8429092.78867912,2016-11-01
2016,12,125.65543620715619,7369467.6695478065,2016-12-01
2017,1,133.59942509909055,7013308.4127052855,2017-01-01
2017,2,139.9528253672111,6100850.030287582,2017-02-01
2017,3,143.93218189338137,5817350.584180009,2017-03-01
2017,4,148.54557874974,6232507.963196586,2017-04-01
2017,5,154.57807964954623,6238828.503674947,2017-05-01
2017,6,160.4133644766788,6605681.456020987,2017-06-01
2017,7,167.09546786799976,7044805.6660832595,2017-07-01
2017,8,174.28430485812606,6647304.111902053,2017-08-01
2017,9,182.46516424454055,6629771.282299052,2017-09-01
2017,10,189.99284496908555,6963085.001171693,2017-10-01
2017,11,194.7629815170825,6601562.64148938,2017-11-01
2017,12,205.936822633038,7173417.4987994265,2017-12-01
2018,1,233.7444258488796,8984182.670582594,2018-01-01
2018,2,269.3529369286024,10420784.304377839,2018-02-01
2018,3,297.72819227890983,11272922.162822336,2018-03-01
2018,4,316.62421756544927,10796334.765279029,2018-04-01
2018,5,339.8850401646158,9948328.074051017,2018-05-01
2018,6,364.153167643835,10990615.343783686,2018-06-01
2018,7,369.34623075211437,11820389.147671927,2018-07-01
2018,8,359.8856270578334,10959745.713982359,2018-08-01
2018,9,348.86692868721485,11209951.47564734,2018-09-01
2018,10,328.08052634388,12742866.662041415,2018-10-01
2018,11,301.5753193108365,13046105.995538779,2018-11-01
2018,12,295.53989593733303,12762881.387164935,2018-12-01
2019,1,318.5124734871517,11836705.572915092,2019-01-01
2019,2,344.7434080034568,9486273.002316616,2019-02-01
2019,3,357.87854610229215,7719037.385843251,2019-03-01
2019,4,361.5496819033359,7010986.62083393,2019-04-01
2019,5,359.6341362300315,6438380.0453215595,2019-05-01
2019,6,353.18755655175414,6590157.391420785,2019-06-01
2019,7,337.1523245802888,7285899.802800099,2019-07-01
2019,8,311.286781735471,7689552.237290926,2019-08-01
2019,9,291.16622461639497,8340266.495678078,2019-09-01
2019,10,287.8699678162834,8319102.965624936,2019-10-01
2019,11,299.25068900330166,7147202.02452825,2019-11-01
2019,12,317.9567812474886,6647598.899294391,2019-12-01
2020,1,339.9915559465368,6985437.2097779345,2020-01-01
2020,2,358.1771290021736,7511814.869096167,2020-02-01
2020,3,373.32536121567864,8559117.337463325,2020-03-01
2020,4,398.6906845605548,8828784.362973668,2020-04-01
2020,5,426.77908358954437,7696736.83487561,2020-05-01
2020,6,453.39877646684334,7259082.654563896,2020-06-01
2020,7,480.30288632913397,7589073.134331805,2020-07-01
2020,8,495.1681556777477,6849197.930059008,2020-08-01
2020,9,500.5106004825532,6152365.96148482,2020-09-01
2020,10,502.83171640457294,5846454.385232124,2020-10-01
2020,11,504.0825860337807,5122176.855968161,2020-11-01
2020,12,513.5865674065633,4893608.145331563,2020-12-01
2021,1,527.0680960780571,5089798.046277623,2021-01-01
2021,2,533.0224804060479,4537427.59063459,2021-02-01
2021,3,528.4560942462729,4244862.647500936,2021-03-01
2021,4,519.8852834158988,4295720.400230144,2021-04-01
2021,5,510.41334691199074,3921658.7317612176,2021-05-01
2021,6,511.5082389622727,3580366.931815356,2021-06-01
2021,7,525.5890769315388,3369663.8683326757,2021-07-01
2021,8,550.411696139064,3305952.882608312,2021-08-01
2021,9,589.543508506626,3695761.470289718,2021-09-01
2021,10,626.9008191590146,3916106.333164212,2021-10-01
2021,11,631.4286860354689,3929804.5198323065,2021-11-01
2021,12,582.9970873714623,5477433.555131247,2021-12-01
2022,1,499.00114302919206,7957161.072604854,2022-01-01
2022,2,419.5764807060612,8646858.012936622,2022-02-01
2022,3,355.36052018402677,10209072.422302397,2022-03-01
2022,4,287.30704816430017,13213432.396100886,2022-04-01
2022,5,224.53521844924958,12939972.395420462,2022-05-01
2022,6,198.41433999206146,11343347.793372497,2022-06-01
2022,7,205.67830253103728,10618415.912433952,2022-07-01
2022,8,223.2809733128435,10057036.866522878,2022-08-01
2022,9,239.26099245137124,11199231.50066268,2022-09-01
2022,10,258.2472702763016,12165629.77504808,2022-10-01
2022,11,281.31919452880163,10835062.669931397,2022-11-01
2022,12,305.1937279304851,9599048.445914645,2022-12-01
2023,1,325.9661895098298,8863769.503517177,2023-01-01
2023,2,333.12582225083077,7677380.1492056195,2023-02-01
2023,3,330.07615904810933,6922496.845279977,2023-03-01
2023,4,337.9967116053238,6758586.496952774,2023-04-01
2023,5,365.5315962884928,6841439.393875528,2023-05-01
2023,6,402.96349584095844,7110281.657789221,2023-06-01
2023,7,424.2927243908907,6885823.803005771,2023-07-01
2023,8,421.4442360963954,5945220.676653728,2023-08-01
2023,9,410.5157054913128,5625587.682413899,2023-09-01
2023,10,414.88569141211406,5553824.331134706,2023-10-01
2023,11,443.28754469894756,4823704.603939256,2023-11-01
2023,12,478.05742122907196,4742957.021624092,2023-12-01
2024,1,517.6480467133606,5008992.304897752,2024-01-01
2024,2,563.0972694501688,4313862.28147843,2024-02-01
2024,3,594.7416537529144,3672711.933448677,2024-03-01
2024,4,608.9747320692777,3582472.430492767,2024-04-01
2024,5,625.827407563743,3365637.513559008,2024-05-01
2024,6,645.8967941890002,3209947.430561117,2024-06-01
2024,7,657.7231844850947,3247774.4285097877,2024-07-01
2024,8,671.5662843287218,3136714.7009481685,2024-08-01
2024,9,701.4814549128682,3094901.359983556,2024-09-01
2024,10,753.7956299209333,3248415.1731192274,2024-10-01
2024,11,824.5202098020773,3255560.0678044283,2024-11-01
2024,12,886.6585760584574,3396470.6603437173,2024-12-01
2025,1,930.3485053999989,3880109.2109782756,2025-01-01
2025,2,961.225625711185,4398402.816673404,2025-02-01
2025,3,979.415726364701,4950903.189722205,2025-03-01
2025,4,1034.1368540416822,4903413.224663682,2025-04-01
2025,5,1132.9716430088251,4046175.9027915704,2025-05-01
2025,6,1206.3124956790398,3420012.1477584317,2025-06-01
2025,7,1224.3571209073564,3304171.902030508,2025-07-01
2025,8,1214.772924796875,3228932.8853826495,2025-08-01
2025,9,1182.2710830331343,3889359.70991846,2025-09-01
2025,10,1082.4622223253696,6449297.364800695,2025-10-01
2025,11,953.9398425663264,9680108.667709187,2025-11-01
